Student_ID,Math,English,Science,Study_Hours,Attendance,Sleep_Hours,Mobile_Usage,Assignment_Score,Previous_Exam_Score,Performance,Risk_Level,Weak_Subject
6756,-0.43,1.61,1.3,-0.09,-1.2,0.52,-1.03,0.32,0.58,Good,High Risk,Math
6757,1.32,-0.85,1.01,0.39,-1.2,1.17,-0.07,0.92,0.68,Good,High Risk,English
6758,0.42,0.14,1.58,-0.58,-1.27,-1.44,0.42,0.83,0.72,Good,High Risk,English
6759,0.85,0.43,0.54,-1.54,-0.78,1.17,0.9,0.13,1.33,Good,High Risk,English
6760,0.66,0.38,1.67,-1.06,-1.34,1.17,-0.07,-0.06,1.28,Good,High Risk,English
6761,0.66,0.85,1.58,-1.54,0.91,0.52,0.42,1.11,-0.99,Good,High Risk,Math
6762,1.65,1.56,0.78,-1.06,-0.78,0.52,-0.07,1.44,0.54,Good,High Risk,Science
6763,0.99,0.95,1.63,-1.06,-1.06,0.52,-1.03,0.92,-1.32,Good,High Risk,English
6764,0.66,0.33,1.67,-1.06,-1.41,0.52,-0.55,-0.15,1.23,Good,High Risk,English
6765,0.75,1.51,0.35,-1.54,-1.41,-0.14,1.39,0.74,0.26,Good,High Risk,Math
6766,-1.09,1.09,1.16,-0.09,-1.34,1.17,1.39,0.46,1.42,Good,High Risk,Math
6767,1.75,-0.05,1.67,-1.54,-1.2,-0.79,-1.03,-0.1,0.07,Good,High Risk,English
6768,0.47,0.99,1.2,0.87,-1.13,1.17,0.42,-0.01,1.6,Good,High Risk,Math
6769,1.6,1.65,-1.2,-0.58,-0.99,1.82,-0.07,0.04,1.09,Good,High Risk,Science
6770,1.56,0.99,0.97,-1.54,-0.5,1.17,-1.03,0.92,0.21,Good,High Risk,English
6771,1.23,-0.99,1.2,-0.09,-1.2,1.17,-0.55,0.92,0.77,Good,High Risk,English
6772,1.46,1.32,1.39,-1.06,-0.92,-1.44,-0.07,1.11,0.54,Good,High Risk,English
6773,1.37,1.42,1.06,-1.06,-0.99,-0.14,-0.55,0.64,0.91,Good,High Risk,Science
6774,0.66,0.33,1.67,-1.06,-1.41,0.52,-0.55,-0.1,1.23,Good,High Risk,English
6775,0.71,-0.47,1.53,-1.54,-0.22,0.52,0.9,1.67,1.19,Good,High Risk,English
6776,1.23,-0.42,0.26,-1.06,-1.41,-0.14,0.42,1.53,1.09,Good,High Risk,English
6777,0.99,0.28,1.53,-1.54,-0.92,-0.14,-1.52,-0.38,0.91,Good,High Risk,English
6778,1.51,0.76,0.35,-0.58,-1.2,-1.44,-0.55,1.2,-0.71,Good,High Risk,Science
6779,1.37,-1.23,0.97,-1.54,-1.55,-0.79,-0.55,1.48,0.21,Good,High Risk,English
6780,1.18,0.99,0.83,-0.09,-0.85,-1.44,-1.03,0.22,1.46,Good,High Risk,Science
6781,0.8,1.56,1.25,-0.58,-1.13,-0.14,1.39,1.39,-0.3,Good,High Risk,Math
6782,0.9,0.8,1.16,-1.54,1.19,-1.44,-0.07,1.48,1.19,Good,High Risk,English
6783,1.13,-0.47,1.63,-0.58,-1.2,-0.79,1.87,1.39,-0.16,Good,High Risk,English
6784,0.94,1.65,1.25,-1.54,-1.06,1.17,-0.07,-0.1,-0.67,Good,High Risk,Math
6785,1.65,-0.75,0.64,0.87,-1.27,-0.14,-1.03,1.16,0.54,Good,High Risk,English
6786,1.56,1.46,0.92,-1.54,-0.29,-0.14,-0.55,1.48,0.63,Good,High Risk,Science
6787,-0.19,1.46,1.2,0.87,-1.2,1.17,-0.55,0.27,0.72,Good,High Risk,Math
6788,1.04,-0.28,1.3,0.39,-1.48,-0.79,0.42,1.11,0.12,Good,High Risk,English
6789,0.94,0.47,0.92,-1.54,0.34,-0.14,-1.03,-0.62,1.28,Good,High Risk,English
6790,0.52,-0.85,1.01,-1.54,0.7,-0.14,-0.55,1.67,1.51,Good,High Risk,English
6791,1.08,1.23,0.97,0.39,-1.34,-0.79,0.42,1.39,0.26,Good,High Risk,Math
6792,0.85,0.47,1.63,0.87,-1.34,-0.14,-0.55,0.55,1.28,Good,High Risk,English
6793,-0.43,1.18,0.68,-1.54,-1.06,-1.44,-0.07,0.41,1.51,Good,High Risk,Math
6794,0.66,0.99,1.16,-1.54,-0.15,-0.14,0.42,-0.24,0.49,Good,High Risk,Math
6795,1.08,0.19,1.58,-1.54,-0.99,0.52,-1.52,-0.48,1.0,Good,High Risk,English
6796,0.66,0.47,0.78,-1.54,-0.78,1.82,-0.07,1.06,1.0,Good,High Risk,English
6797,0.56,0.24,1.48,0.39,-1.13,-0.79,-0.55,-0.71,1.56,Good,High Risk,English
6798,0.52,1.42,1.39,-1.06,-1.41,0.52,1.87,-0.34,0.35,Good,High Risk,Math
6799,0.23,0.9,1.58,1.35,-1.34,-1.44,0.42,0.97,-0.39,Good,High Risk,Math
6800,0.61,-1.08,0.54,-1.06,-1.55,-1.44,0.42,1.62,1.37,Good,High Risk,English
6801,0.47,1.23,1.53,1.83,-1.48,0.52,-0.55,1.16,-0.95,Good,High Risk,Math
6802,0.71,0.95,1.11,0.39,-0.99,0.52,-0.55,1.25,-0.34,Good,High Risk,Math
6803,0.99,1.42,0.59,0.39,-1.41,0.52,0.42,0.22,-0.34,Good,High Risk,Science
6804,1.23,0.47,-0.45,-1.54,0.63,-0.14,0.42,0.41,1.56,Good,High Risk,Science
6805,0.99,0.24,1.58,-1.06,-1.06,-0.79,-0.55,-0.38,0.95,Good,High Risk,English
6806,1.6,1.28,-0.96,-0.58,-0.92,-1.44,0.9,-0.24,1.56,Good,High Risk,Science
6807,0.75,1.23,1.53,-1.54,-1.06,0.52,0.9,1.02,1.46,Good,High Risk,Math
6808,1.42,0.33,1.25,1.35,-1.27,-1.44,-1.03,-0.76,0.63,Good,High Risk,English
6809,-0.81,1.42,0.97,0.39,-1.27,-0.79,-1.03,0.78,1.46,Good,High Risk,Math
6810,1.37,1.46,1.16,-1.06,-1.34,-0.79,-1.52,1.3,0.49,Good,High Risk,Math
6811,1.56,1.46,-0.96,-1.06,-1.13,0.52,-0.55,0.08,1.46,Good,High Risk,Science
6812,1.6,-0.94,0.73,0.87,-1.41,-0.14,-1.03,1.16,0.49,Good,High Risk,English
6813,1.32,1.51,1.16,-0.58,-1.34,-0.14,-1.52,1.3,0.49,Good,High Risk,Math
6814,-0.81,0.99,0.73,0.87,-1.48,-0.14,0.9,0.46,1.37,Good,High Risk,Math
6815,0.52,0.99,-0.4,-1.54,1.26,-0.14,-1.03,1.25,1.23,Good,High Risk,Science
6816,0.61,-0.57,1.48,-1.54,-0.08,0.52,1.39,1.67,1.14,Good,High Risk,English
6817,0.66,1.04,1.2,-1.54,1.19,0.52,-0.07,1.53,0.26,Good,High Risk,Math
6818,1.32,-0.09,1.48,-0.58,-1.13,-0.79,0.9,1.11,1.19,Good,High Risk,English
6819,1.75,1.46,0.83,-1.54,0.77,-1.44,-1.52,1.06,0.07,Good,High Risk,Science
6820,0.61,0.38,1.67,-1.54,-1.27,0.52,-0.07,-0.01,1.33,Good,High Risk,English
6821,0.94,0.43,0.31,1.35,-1.27,0.52,-0.55,1.67,0.54,Good,High Risk,Science
6822,1.04,-0.23,0.73,-1.06,-1.48,-1.44,-1.03,0.41,1.65,Good,High Risk,English
6823,0.33,1.61,-0.16,-1.06,-1.2,-0.79,-0.07,1.53,-0.3,Good,High Risk,Science
6824,0.66,1.13,1.2,0.87,-1.2,-0.14,0.42,1.2,-0.44,Good,High Risk,Math
6825,1.65,-1.08,1.2,-1.54,0.27,-1.44,0.9,1.16,1.09,Good,High Risk,English
6826,0.04,1.65,-0.96,0.39,-1.13,-1.44,1.39,1.58,1.19,Good,High Risk,Science
6827,1.6,-0.09,0.07,-1.54,0.98,-0.79,0.9,1.48,0.86,Good,High Risk,English
6828,0.99,1.28,0.12,-1.54,0.48,1.82,0.42,1.53,0.44,Good,High Risk,Science
6829,1.51,0.85,0.35,-1.06,-1.13,-1.44,-0.55,1.25,-0.76,Good,High Risk,Science
6830,1.13,0.28,1.44,-1.54,-0.85,-0.14,-1.52,-0.43,1.0,Good,High Risk,English
6831,-0.52,1.09,0.64,-0.09,-1.27,-1.44,-0.07,0.46,1.46,Good,High Risk,Math
6832,1.04,1.56,1.58,1.35,-0.99,-0.14,-0.07,0.74,0.82,Good,High Risk,Math
6833,0.28,0.1,1.44,0.87,-1.55,-0.14,0.42,1.25,0.86,Good,High Risk,English
6834,1.27,1.46,0.73,-1.54,-1.41,-0.79,-1.03,1.39,0.12,Good,High Risk,Science
6835,1.13,0.9,0.87,-1.54,0.98,-0.79,-0.07,1.39,1.28,Good,High Risk,Math
6836,0.9,0.05,0.87,-1.54,1.19,-1.44,-1.03,-0.43,1.42,Good,High Risk,English
6837,0.75,-0.47,1.44,-0.58,-0.5,-0.14,0.42,1.58,1.37,Good,High Risk,English
6838,0.99,-0.23,1.11,-1.54,1.75,-0.79,0.9,1.53,1.7,Good,High Risk,English
6839,0.66,0.33,1.11,-1.54,0.56,1.17,0.42,1.16,0.17,Good,High Risk,English
6840,0.85,0.0,0.68,-0.58,-1.2,1.17,-1.03,0.36,1.14,Good,High Risk,English
6841,1.56,1.46,-1.25,-1.54,-0.71,-0.79,0.9,-0.48,1.51,Good,High Risk,Science
6842,0.52,0.61,0.87,-1.54,1.68,1.17,-1.03,1.25,0.58,Good,High Risk,English
6843,1.6,-0.09,0.35,-1.54,1.33,-0.14,1.39,1.2,1.09,Good,High Risk,English
6844,-0.81,1.7,1.25,-1.54,0.06,1.17,0.42,-0.29,0.95,Good,High Risk,Math
6845,0.47,1.42,1.2,-1.54,1.33,-0.79,-0.55,-0.66,0.4,Good,High Risk,Math
6846,1.37,1.18,0.97,-1.54,0.7,-0.79,-1.52,1.62,0.58,Good,High Risk,Math
6847,1.6,0.1,1.44,-0.09,-1.27,-0.79,-1.52,0.5,-0.16,Good,High Risk,English
6848,1.6,-0.23,1.39,-1.06,-1.13,-0.14,-0.55,0.36,0.07,Good,High Risk,English
6849,1.56,1.61,-1.01,-0.09,-1.06,1.17,-0.55,0.08,1.14,Good,High Risk,Science
6850,-0.62,0.47,1.34,-0.58,-1.34,0.52,-0.07,1.3,1.6,Good,High Risk,Math
6851,1.7,1.04,-0.68,1.35,-1.41,-1.44,1.39,0.36,1.56,Good,High Risk,Science
6852,0.66,1.04,-1.39,1.35,-1.2,0.52,0.42,1.58,1.37,Good,High Risk,Science
6853,-0.66,0.47,1.48,-1.06,-1.41,0.52,-0.55,1.53,1.51,Good,High Risk,Math
6854,0.52,1.42,1.44,-1.54,0.91,-1.44,-0.55,-0.48,0.21,Good,High Risk,Math
6855,-0.62,1.28,1.01,1.35,-1.13,-1.44,-1.52,0.83,1.51,Good,High Risk,Math
6856,1.23,1.56,-0.3,0.87,-1.41,1.17,-1.03,0.78,1.0,Good,High Risk,Science
6857,1.13,1.13,-0.16,-1.54,-0.85,-1.44,-1.03,1.3,0.44,Good,High Risk,Science
6858,1.7,1.42,0.87,-1.54,0.91,-1.44,-1.52,1.2,0.07,Good,High Risk,Math
6859,0.47,-0.05,1.25,-1.54,1.26,-0.79,0.9,0.13,1.05,Good,High Risk,English
6860,1.27,0.0,0.83,0.87,-1.06,-0.79,0.42,1.58,0.95,Good,High Risk,English
6861,-0.76,1.18,0.07,0.87,-1.48,-1.44,-0.07,1.06,1.46,Good,High Risk,Math
6862,1.08,1.56,-0.35,-1.06,-1.2,0.52,0.42,0.41,1.09,Good,High Risk,Science
6863,-0.76,0.66,1.3,-1.54,0.84,-0.79,-1.03,1.58,1.0,Good,High Risk,Math
6864,1.51,1.32,0.78,-1.06,-1.41,0.52,-1.52,1.44,1.28,Good,High Risk,Math
6865,1.42,0.85,1.63,-0.09,-0.5,-0.79,0.9,0.32,-0.67,Good,High Risk,English
6866,1.56,0.19,0.26,0.87,-1.55,1.17,1.39,-0.1,1.05,Good,High Risk,English
6867,1.46,-0.09,0.07,1.35,-1.34,0.52,0.9,0.55,0.77,Good,High Risk,English
6868,1.27,0.99,0.68,-1.54,0.84,-0.14,-0.07,1.3,1.33,Good,High Risk,Science
6869,-0.24,1.13,0.68,-1.54,1.54,-0.14,0.42,1.25,-0.07,Good,High Risk,Math
6870,0.52,0.66,0.64,0.87,-1.34,-0.79,0.9,1.58,0.12,Good,High Risk,Math
6871,0.47,1.37,1.2,-1.54,1.12,-0.14,-0.55,-0.66,0.44,Good,High Risk,Math
6872,0.38,1.28,1.16,-0.58,-1.34,-0.14,-0.55,1.58,0.86,Good,High Risk,Math
6873,1.6,0.61,1.11,0.87,-1.2,-0.14,-1.52,0.32,0.03,Good,High Risk,English
6874,-1.04,1.23,1.2,-1.54,0.41,-0.79,-1.52,-0.1,1.6,Good,High Risk,Math
6875,1.65,0.38,0.35,0.87,-1.48,-0.14,1.39,0.55,0.54,Good,High Risk,Math
6876,1.46,1.56,0.59,0.39,-1.34,-0.14,0.9,-0.29,-0.3,Good,High Risk,Science
6877,1.46,0.1,0.12,0.87,-1.27,1.17,0.9,0.13,0.95,Good,High Risk,English
6878,-0.66,1.18,0.87,1.35,-1.27,-1.44,-1.03,0.74,1.46,Good,High Risk,Math
6879,1.32,0.1,0.83,-0.09,-0.78,0.52,-0.55,1.3,0.72,Good,High Risk,English
6880,1.08,0.61,1.39,-1.54,-1.41,-1.44,-0.07,1.11,-1.04,Good,High Risk,English
6881,-0.47,1.65,0.68,0.39,-1.27,-0.79,-1.52,0.83,0.49,Good,High Risk,Math
6882,1.51,-0.42,1.16,-0.58,-1.06,0.52,-0.55,0.74,0.12,Good,High Risk,English
6883,1.04,0.66,-0.16,-0.09,-0.99,0.52,-1.52,0.88,1.33,Good,High Risk,Science
6884,0.38,1.46,1.44,-1.54,0.27,-0.79,1.39,1.11,1.42,Good,High Risk,Math
6885,-0.71,0.52,1.48,-1.06,-1.34,0.52,-1.03,1.44,1.46,Good,High Risk,Math
6886,1.7,1.09,-0.49,1.83,-1.41,-0.79,1.39,0.18,1.6,Good,High Risk,Science
6887,-0.05,0.9,0.5,-1.06,-1.13,1.17,-1.03,1.2,1.51,Good,High Risk,Math
6888,0.66,0.71,1.01,-1.54,-1.27,1.82,0.42,1.34,1.23,Good,High Risk,English
6889,0.9,0.57,0.92,-1.54,0.2,-0.14,-1.52,-0.62,1.23,Good,High Risk,English
6890,0.94,0.28,1.58,-1.54,-0.92,0.52,-1.52,-0.38,0.95,Good,High Risk,English
6891,0.56,1.28,0.87,1.35,-1.27,1.17,-0.55,0.55,-0.16,Good,High Risk,Math
6892,0.94,1.13,-0.07,-1.06,-1.13,0.52,-0.07,0.69,1.23,Good,High Risk,Science
6893,-0.66,1.13,0.35,-0.09,-1.48,-1.44,-0.55,1.62,1.0,Good,High Risk,Math
6894,-0.38,1.51,0.35,-1.54,0.7,0.52,-0.55,0.32,1.56,Good,High Risk,Math
6895,0.85,1.09,1.53,0.39,-1.06,-0.14,0.42,0.46,1.46,Good,High Risk,Math
6896,-0.76,1.32,0.78,-0.58,-1.34,1.17,-1.52,1.2,0.21,Good,High Risk,Math
6897,1.32,1.61,1.25,-0.09,-1.13,0.52,-1.03,0.69,0.82,Good,High Risk,Math
6898,1.42,0.99,1.01,-1.54,1.12,1.17,-1.52,1.53,0.54,Good,High Risk,English
6899,1.04,-1.18,1.63,-0.58,-1.2,0.52,-1.52,0.88,0.86,Good,High Risk,English
6900,1.56,0.9,0.78,-1.54,-1.55,-0.14,-1.52,1.25,0.77,Good,High Risk,English
6901,0.99,0.33,0.78,-1.54,1.54,-1.44,-0.55,1.16,-0.02,Good,High Risk,English
6902,1.37,0.71,1.58,1.35,-1.06,-0.79,1.87,0.36,-0.67,Good,High Risk,English
6903,1.46,1.56,1.2,-0.58,-1.13,-0.14,-1.03,0.83,0.77,Good,High Risk,Math
6904,0.04,0.9,0.87,-1.54,0.13,1.17,0.42,1.34,0.12,Good,High Risk,English
6905,1.27,1.04,-0.12,-1.54,0.63,0.52,-0.55,1.39,-0.67,Good,High Risk,Science
6906,1.6,0.38,1.2,1.35,-1.2,1.17,-0.55,1.44,-0.48,Good,High Risk,English
6907,1.32,0.76,1.53,-1.54,1.75,-1.44,-1.03,0.04,0.72,Good,High Risk,English
6908,1.65,1.23,-0.82,0.39,-1.13,-1.44,1.39,-0.01,1.6,Good,High Risk,Science
6909,1.65,0.1,1.44,0.39,-1.2,0.52,-1.52,0.83,-0.16,Good,High Risk,English
6910,-0.62,0.43,1.3,-0.58,-1.34,0.52,0.42,1.2,1.6,Good,High Risk,Math
6911,0.9,-0.75,1.2,1.35,-0.92,-0.79,-1.03,1.48,1.6,Good,High Risk,English
6912,1.13,-0.14,1.11,0.87,-1.48,-0.79,-0.07,1.11,0.26,Good,High Risk,English
6913,1.46,-0.09,1.01,0.87,-1.55,1.17,-1.03,0.64,1.7,Good,High Risk,English
6914,1.46,-1.27,1.34,-1.54,1.4,-1.44,-1.52,1.11,1.65,Good,High Risk,English
6915,0.14,0.9,1.48,-1.06,-1.41,-1.44,0.9,1.53,-1.13,Good,High Risk,Math
6916,0.99,0.85,1.63,-1.06,-1.13,0.52,-1.03,0.97,-1.32,Good,High Risk,English
6917,0.66,0.8,1.3,-1.54,0.91,0.52,-0.07,1.48,0.17,Good,High Risk,English
6918,1.32,1.18,1.3,0.87,-1.55,-0.14,-1.03,0.46,-0.71,Good,High Risk,English
6919,1.46,-1.27,1.34,-1.54,1.4,-1.44,-1.52,1.16,1.65,Good,High Risk,English
6920,-1.04,1.18,1.01,-0.58,-1.34,0.52,0.9,0.55,1.37,Good,High Risk,Math
6921,0.33,1.09,1.06,1.35,-1.48,-0.14,-0.07,1.62,0.77,Good,High Risk,Math
6922,1.37,0.85,1.06,-0.09,-1.2,0.52,-0.55,1.16,0.21,Good,High Risk,English
6923,0.61,1.18,1.06,-1.06,-0.57,-0.14,-0.07,-0.38,0.49,Good,High Risk,Math
6924,-0.14,1.51,1.48,1.83,-1.48,-0.14,-1.03,0.41,1.0,Good,High Risk,Math
6925,1.75,-0.42,0.92,-1.54,1.54,-0.14,0.42,1.2,-0.48,Good,High Risk,English
6926,1.08,-0.05,1.11,-1.54,0.98,-1.44,0.9,1.06,1.28,Good,High Risk,English
6927,-0.43,1.46,0.4,-1.54,0.77,0.52,-0.55,0.32,1.56,Good,High Risk,Math
6928,0.28,1.28,0.83,0.39,-1.48,-1.44,-0.07,1.53,1.0,Good,High Risk,Math
6929,1.56,0.19,0.26,0.87,-1.55,1.17,1.39,-0.1,1.05,Good,High Risk,English
6930,0.56,1.13,1.3,1.35,-1.13,0.52,0.42,1.16,-0.48,Good,High Risk,Math
6931,0.99,1.28,-0.16,-0.58,-0.92,-0.79,-1.52,1.34,-0.02,Good,High Risk,Science
6932,1.65,1.13,0.83,-1.54,-0.01,1.82,-1.52,0.83,0.35,Good,High Risk,Math
6933,1.75,1.32,0.73,-1.54,0.48,0.52,-1.52,0.88,0.31,Good,High Risk,Science
6934,1.51,0.14,0.17,0.87,-1.41,1.17,0.9,-0.01,1.0,Good,High Risk,English
6935,1.32,0.9,1.11,-0.58,-1.27,-0.14,-0.55,1.2,0.21,Good,High Risk,English
6936,0.66,1.28,1.58,-1.06,-1.2,0.52,0.9,0.88,1.37,Good,High Risk,Math
6937,1.27,1.42,-0.3,-1.54,1.54,-0.14,-0.55,-0.01,1.19,Good,High Risk,Science
6938,1.42,1.65,-0.78,-1.54,-0.43,0.52,1.87,0.13,0.63,Good,High Risk,Science
6939,1.56,1.42,-1.06,-1.54,-0.85,-0.79,-0.07,-0.29,1.51,Good,High Risk,Science
6940,0.56,1.18,1.3,0.87,-1.13,-0.14,0.42,1.2,-0.44,Good,High Risk,Math
6941,-0.57,1.56,0.78,-1.54,-0.57,0.52,0.9,0.22,1.65,Good,High Risk,Math
6942,-0.19,1.18,0.68,-1.06,-0.57,-0.14,0.42,1.44,-0.11,Good,High Risk,Math
6943,0.9,1.32,1.3,-1.54,-0.08,0.52,0.42,-0.34,0.26,Good,High Risk,Math
6944,1.23,0.99,1.11,-1.54,1.12,1.17,-1.52,1.58,0.44,Good,High Risk,English
6945,1.6,1.65,-1.15,-0.09,-0.99,1.82,-0.07,0.04,1.05,Good,High Risk,Science
6946,0.52,0.66,1.01,0.39,-1.13,1.82,0.42,1.3,-0.07,Good,High Risk,Math
6947,1.08,0.66,1.39,-1.06,-1.34,-1.44,-0.07,1.06,-1.04,Good,High Risk,English
6948,0.99,1.42,-0.12,-0.09,-0.92,-0.79,-1.52,1.3,-0.25,Good,High Risk,Science
6949,1.37,0.85,-0.59,-1.06,-1.13,0.52,0.42,1.48,1.46,Good,High Risk,Science
6950,1.23,0.57,-0.73,-1.54,0.7,1.17,-1.52,0.64,1.46,Good,High Risk,Science
6951,1.32,1.04,-0.3,-1.54,0.91,1.17,-0.07,1.48,-0.71,Good,High Risk,Science
6952,1.46,0.1,0.12,0.87,-1.27,1.17,0.9,0.13,0.95,Good,High Risk,English
6953,1.51,0.71,1.34,-1.06,-0.99,1.17,-0.07,0.41,1.42,Good,High Risk,English
6954,0.99,1.61,0.4,-0.58,-1.27,-0.79,1.39,-1.08,1.28,Good,High Risk,Science
6955,-0.33,1.7,1.34,-0.09,-1.13,0.52,-1.03,0.22,0.68,Good,High Risk,Math
6956,0.33,1.46,-0.02,-0.09,-1.2,-0.79,-0.07,1.53,-0.39,Good,High Risk,Science
6957,0.99,0.0,0.4,-0.58,-1.27,-0.14,-1.52,1.58,0.54,Good,High Risk,English
6958,0.66,0.76,1.3,-1.54,0.84,0.52,-0.07,1.48,0.17,Good,High Risk,English
6959,0.47,1.04,0.97,-1.06,-0.5,-0.79,-0.07,0.6,0.82,Good,High Risk,Math
6960,-0.52,0.9,1.01,-1.54,-0.36,1.17,1.39,0.64,1.09,Good,High Risk,Math
6961,1.04,1.18,-1.2,-1.54,1.82,0.52,-0.07,1.39,1.46,Good,High Risk,Science
6962,0.94,1.42,0.59,0.87,-1.41,0.52,0.42,0.22,-0.3,Good,High Risk,Math
6963,0.66,1.09,1.01,0.39,-1.2,1.17,-1.52,1.25,-0.25,Good,High Risk,Math
6964,0.04,0.28,1.3,-1.54,0.63,1.17,0.42,1.44,0.17,Good,High Risk,English
6965,-0.9,0.61,1.3,-1.54,0.77,-0.14,-1.52,1.62,0.95,Good,High Risk,Math
6966,0.42,-1.08,0.64,-0.58,-1.48,-0.79,0.42,1.53,1.46,Good,High Risk,English
6967,0.23,0.9,-0.54,-1.54,1.61,0.52,-1.52,1.34,1.7,Good,High Risk,Math
6968,0.85,0.43,0.64,-1.54,-1.13,1.17,0.42,-0.06,1.23,Good,High Risk,English
6969,-0.52,1.09,0.64,-0.09,-1.27,-1.44,-0.07,0.46,1.46,Good,High Risk,Math
6970,0.8,-0.47,1.34,0.39,-0.78,-0.79,-0.55,1.48,1.56,Good,High Risk,English
6971,1.65,0.43,0.83,-0.09,-1.41,1.17,-0.07,1.58,-0.62,Good,High Risk,English
6972,1.51,0.0,0.83,-1.54,1.47,1.17,1.39,0.88,1.37,Good,High Risk,English
6973,1.37,0.52,1.34,0.39,-1.13,0.52,-0.55,0.41,1.42,Good,High Risk,English
6974,0.19,0.71,1.01,-1.54,0.34,1.17,0.42,1.25,0.12,Good,High Risk,English
6975,0.8,0.9,-0.3,-1.54,1.05,-0.14,-0.55,1.11,1.0,Good,High Risk,Science
6976,0.99,0.66,0.73,-1.06,-1.06,-0.14,-0.55,0.04,1.42,Good,High Risk,English
6977,0.52,1.28,1.44,-1.06,-1.2,1.82,-1.03,1.67,0.68,Good,High Risk,Math
6978,0.99,0.9,1.06,0.39,-0.85,1.17,0.42,1.3,1.51,Good,High Risk,English
6979,1.51,1.42,0.12,-0.09,-1.48,-0.14,0.9,0.04,0.58,Good,High Risk,Science
6980,1.04,0.19,1.58,-1.54,-0.99,0.52,-1.52,-0.43,0.95,Good,High Risk,English
6981,1.51,0.99,1.63,-1.54,-1.27,-0.14,-0.55,0.18,1.42,Good,High Risk,English
6982,-0.24,1.65,1.11,-1.06,-1.27,-0.79,-1.52,-0.01,1.7,Good,High Risk,Math
6983,1.27,1.51,0.83,-1.54,-1.34,-0.14,-1.52,1.34,0.17,Good,High Risk,Science
6984,0.47,0.61,0.78,0.39,-1.2,0.52,0.42,1.48,0.07,Good,High Risk,Math
6985,1.42,0.05,0.59,-1.54,1.12,0.52,-1.52,-0.2,1.14,Good,High Risk,English
6986,0.47,0.14,1.3,-1.54,0.84,1.17,-0.55,1.06,0.21,Good,High Risk,English
6987,1.32,0.57,-0.63,-1.54,0.7,1.17,-1.52,0.6,1.37,Good,High Risk,Science
6988,0.66,0.28,1.67,-0.09,-1.41,-0.14,-0.55,-0.29,1.23,Good,High Risk,English
6989,0.94,1.56,-0.26,-1.06,-1.06,0.52,-0.55,0.55,1.14,Good,High Risk,Science
6990,1.18,0.76,1.67,-0.09,-1.2,1.17,-1.52,0.41,1.6,Good,High Risk,English
6991,1.08,-1.18,1.53,-0.58,-1.2,1.17,-1.52,0.92,0.86,Good,High Risk,English
6992,0.9,1.65,0.5,-1.06,-1.27,-0.79,0.9,-1.18,1.33,Good,High Risk,Science
6993,1.65,1.65,-1.44,-1.54,-0.92,1.17,0.9,-0.06,1.28,Good,High Risk,Science
6994,0.75,-0.47,1.44,-0.58,-0.5,-0.14,0.42,1.58,1.37,Good,High Risk,English
6995,-0.85,1.28,1.44,-1.54,-0.78,-1.44,-0.07,0.88,1.33,Good,High Risk,Math
6996,0.28,-0.61,1.48,-1.54,1.54,1.17,-0.55,0.92,0.72,Good,High Risk,English
6997,0.33,1.09,1.67,0.39,-1.27,-0.79,-0.07,-1.13,1.28,Good,High Risk,English
6998,1.27,-0.14,0.92,-1.54,1.75,0.52,0.9,1.16,1.56,Good,High Risk,English
6999,0.42,-0.61,1.16,0.39,-1.41,1.17,0.9,1.67,0.21,Good,High Risk,English
7000,0.52,0.43,0.92,-1.54,1.47,1.17,-1.03,1.16,0.54,Good,High Risk,English
7001,0.9,-1.23,0.73,0.39,-1.27,-0.14,-0.55,1.62,1.37,Good,High Risk,English
7002,0.47,0.85,0.92,-1.54,-0.22,-0.79,-1.52,-0.48,0.91,Good,High Risk,Math
7003,0.38,0.99,1.06,-1.54,-1.48,-1.44,-1.52,1.48,-0.67,Good,High Risk,Math
7004,0.28,1.28,0.83,0.39,-1.48,-1.44,-0.07,1.53,1.0,Good,High Risk,Math
7005,1.27,1.65,1.48,-1.54,0.41,0.52,0.42,-0.38,0.03,Good,High Risk,Math
7006,0.23,0.1,1.39,1.35,-1.55,-0.14,-0.07,1.3,0.86,Good,High Risk,English
7007,1.04,0.33,0.26,1.35,-1.2,0.52,-1.03,1.67,0.68,Good,High Risk,Science
7008,1.32,1.56,1.3,0.39,-1.06,-1.44,-0.07,0.83,0.07,Good,High Risk,Math
7009,-1.04,1.46,0.92,-1.54,-1.34,0.52,-0.07,0.6,1.37,Good,High Risk,Math
7010,0.42,0.8,-0.35,-1.54,-0.43,-0.14,-1.52,0.83,1.37,Good,High Risk,Science
7011,1.65,0.43,1.01,0.39,-1.34,1.17,-0.07,1.58,-0.53,Good,High Risk,English
7012,1.6,1.28,-0.07,0.87,-1.34,1.17,1.87,0.22,0.54,Good,High Risk,Science
7013,1.08,0.1,-0.3,-1.54,-0.01,-1.44,1.39,0.64,1.65,Good,High Risk,Science
7014,0.56,0.61,0.45,0.87,-1.55,-1.44,1.39,1.62,0.26,Good,High Risk,Math
7015,1.27,1.51,0.68,-1.54,-1.41,-0.79,-1.52,1.34,0.07,Good,High Risk,Science
7016,1.65,1.61,0.68,-0.09,-0.99,1.17,0.42,1.44,0.49,Good,High Risk,Science
7017,1.32,0.95,1.06,-0.58,-1.27,-0.14,-0.55,1.25,0.21,Good,High Risk,English
